City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Long,Max Temp,Wind Speed
289,la asuncion,0,VE,1511027947,93,11.03,-63.86,84.52,12.21
290,razdolnoye,0,RU,1511026200,71,43.55,131.92,5.0,4.47
291,guerrero negro,20,MX,1511027803,71,27.98,-114.06,72.77,3.83
292,tura,0,IN,1511028079,89,25.52,90.22,65.62,4.38
293,tevriz,76,RU,1511028079,90,57.51,72.4,21.74,4.72
294,haines junction,68,CA,1511028080,84,60.75,-137.51,0.36,2.37
295,barentsburg,40,DE,1511027400,86,52.62,8.8,39.2,11.41
296,kuantan,75,MY,1511024400,94,3.81,103.33,77.0,1.12
297,bubaque,0,GW,1511024400,48,11.28,-15.83,86.0,2.24
298,riberalta,75,BO,1511024400,59,-10.98,-66.1,89.6,9.17
299,tenenkou,0,ML,1511028082,28,14.46,-4.92,80.92,6.17
300,sovetskoye,12,RU,1511028082,55,52.29,85.41,6.62,3.15
301,tiruchchendur,0,IN,1511028083,91,8.48,78.12,78.22,2.93
302,port macquarie,90,AU,1511024400,100,-31.43,152.92,60.8,5.95
303,sosnovo-ozerskoye,80,RU,1511028083,68,52.52,111.54,5.05,9.31
304,urusha,12,RU,1511028084,63,54.05,122.9,-14.72,4.61
305,rawlins,1,US,1511025300,79,41.79,-107.24,23.0,19.46
306,lebu,0,CL,1511027792,98,-37.62,-73.65,55.49,19.26
307,klyuchi,88,RU,1511028085,96,52.27,79.17,32.54,7.74
308,port hedland,0,AU,1511024400,78,-20.32,118.57,77.0,11.41
309,imbituba,40,BR,1511024400,78,-28.24,-48.67,75.2,12.75
310,fukue,20,JP,1511028086,100,32.69,128.84,55.67,26.19
311,antofagasta,20,CL,1511024400,63,-23.65,-70.4,66.2,14.99
312,bethel,75,US,1511024160,49,41.37,-73.41,46.4,9.17
313,hilotongan,56,PH,1511028087,100,11.14,123.64,82.72,10.09
314,lavrentiya,92,RU,1511028088,100,65.58,-171.0,31.42,28.1
315,rock sound,88,BS,1511028089,100,24.9,-76.2,79.34,16.02
316,egvekinot,92,RU,1511028089,88,66.32,-179.17,21.92,8.52
317,ennis,75,IE,1511024400,93,52.84,-8.99,46.4,6.93
318,lopsmarka,0,NO,1511025600,69,67.31,14.45,33.8,19.46
319,shimoda,92,JP,1511028091,100,34.67,138.95,54.95,20.83
320,marsh harbour,32,BS,1511028091,100,26.54,-77.06,78.8,10.2
321,severo-kurilsk,92,RU,1511027813,100,50.68,156.12,37.13,34.92
322,lahat,88,ID,1511028092,95,-3.8,103.53,75.83,1.92
323,colares,0,PT,1511026200,55,38.8,-9.45,62.6,1.12
324,nesna,68,NO,1511028092,100,66.2,13.02,24.49,2.37
325,hamada,88,JP,1511028093,96,34.88,132.08,47.48,15.01
326,lata,0,PT,1511024400,67,40.16,-8.33,60.8,3.36
327,sentyabrskiy,68,RU,1511027794,87,60.75,72.86,21.38,8.97
328,lima,8,PE,1511028063,53,-12.04,-77.03,70.7,3.15
329,manyana,0,BW,1511028094,40,-23.4,21.72,68.58,2.71
330,geraldton,90,AU,1511024400,77,-28.77,114.6,64.4,6.93
331,namibe,0,AO,1511027797,100,-15.2,12.15,70.61,6.29
332,bilibino,92,RU,1511028096,83,68.05,166.44,14.72,1.92
333,ndioum,0,SN,1511024400,14,16.51,-14.65,89.6,4.7
334,nisko,90,PL,1511026200,100,50.52,22.14,37.4,4.7
335,touros,0,BR,1511027857,65,-5.2,-35.46,84.7,14.79
336,kisanga,20,TZ,1511024400,69,-7.44,37.7,80.6,11.41
337,rio branco,40,BR,1511024400,49,-9.97,-67.81,89.6,9.17
338,narsaq,90,GL,1511027400,57,60.92,-46.05,23.0,4.7
339,komsomolskiy,0,UZ,1511024400,74,40.43,71.72,41.0,4.7
340,umzimvubu,56,ZA,1511028024,43,-30.55,29.42,58.46,2.82
341,lodja,20,CD,1511028099,92,-3.48,23.43,73.54,1.92
342,denpasar,20,ID,1511022600,88,-8.65,115.22,78.8,1.12
343,peruibe,36,BR,1511028100,96,-24.32,-47.0,77.27,8.75
344,naze,8,JP,1511028101,100,28.37,129.48,66.65,21.83
345,woodward,75,US,1511027700,37,36.43,-99.39,53.6,24.16
346,coruripe,48,BR,1511028102,91,-10.13,-36.18,80.24,12.44
347,kamenskoye,0,UA,1511026200,100,48.51,34.6,37.4,6.71
348,zhireken,0,RU,1511028103,54,52.82,117.31,-20.34,2.59
349,pingliang,92,CN,1511028103,82,35.54,106.69,28.22,2.93
350,cedar city,1,US,1511023980,68,37.68,-113.06,28.4,2.48
351,borba,24,BR,1511028104,76,-4.39,-59.59,85.82,3.6
352,loviisa,90,FI,1511025600,93,60.45,26.23,39.2,8.05
353,muddebihal,36,IN,1511028105,70,16.33,76.13,74.3,6.62
354,khromtau,36,KZ,1511027870,87,50.25,58.43,24.94,10.76
355,sao joao da barra,20,BR,1511024400,48,-21.64,-41.05,87.8,25.28
356,visnes,75,NO,1511025600,75,59.36,5.22,46.4,27.51
357,sola,88,VU,1511028106,100,-13.88,167.55,78.17,16.8
358,sao gabriel da cachoeira,12,BR,1511028044,67,-0.13,-67.09,89.96,1.03
359,tyrma,36,RU,1511028107,62,50.08,132.17,-14.36,3.04
360,kavieng,68,PG,1511028107,100,-2.57,150.8,81.14,3.49
361,novyy urgal,64,RU,1511028108,69,51.07,132.56,-16.29,2.71
362,praia da vitoria,75,PT,1511024400,88,38.73,-27.07,69.8,16.58
363,willowmore,0,ZA,1511028109,35,-33.29,23.49,62.73,3.94
364,gannan,0,CN,1511028109,63,47.91,123.5,-14.0,8.41
365,jaffna,0,LK,1511028017,100,9.67,80.01,81.86,7.96
366,tuatapere,80,NZ,1511028110,100,-46.13,167.68,46.27,4.61
367,milazzo,40,IT,1511024100,72,38.22,15.24,60.8,6.93
368,daura,0,NG,1511028110,29,11.55,11.41,81.64,5.61
369,anadyr,90,RU,1511024400,100,64.75,177.48,35.6,11.18
370,torquay,75,GB,1511027400,87,50.46,-3.51,51.8,9.17
371,tarauaca,44,BR,1511028112,72,-8.16,-70.77,86.27,5.61
372,anloga,20,GH,1511024400,83,5.79,0.9,84.2,13.87
373,bend,1,US,1511025300,59,44.06,-121.32,37.4,5.82
374,carutapera,64,BR,1511028113,66,-1.2,-46.02,86.32,12.55
375,vao,88,NC,1511028113,100,-22.67,167.48,70.16,11.21
376,plyussa,92,RU,1511028113,97,58.43,29.37,36.5,9.86
377,turukhansk,88,RU,1511028114,66,65.82,87.98,-4.46,11.65
378,vysokogornyy,20,RU,1511028115,55,50.12,139.15,-12.51,3.6
379,mao,0,ES,1511026200,76,39.89,4.27,51.8,11.41
380,puerto escondido,5,MX,1511023200,69,15.85,-97.07,82.4,6.93
381,shipitsyno,76,RU,1511028116,86,61.28,46.52,35.06,17.69
382,bad orb,75,DE,1511027400,97,50.23,9.35,41.0,10.29
383,nyurba,64,RU,1511027939,66,63.28,118.33,-8.91,5.28
384,deputatskiy,64,RU,1511028117,74,69.3,139.9,-12.38,2.93
385,nueva gorgona,40,PA,1511024400,74,8.55,-79.87,84.2,6.93
386,el campo,75,US,1511025300,65,29.2,-96.27,82.4,13.87
387,ogulin,0,HR,1511026200,57,45.27,15.23,48.2,8.05
388,laytown,75,IE,1511024400,93,53.68,-6.24,44.6,6.93
389,marystown,80,CA,1511028119,93,47.17,-55.15,44.24,7.74
390,sosnogorsk,68,RU,1511028120,90,63.6,53.88,31.01,6.62
391,hashtrud,20,IR,1511028120,71,37.48,47.05,26.51,2.59
392,dukat,0,RU,1511028121,56,62.55,155.55,-21.56,2.59
393,mahajanga,40,MG,1511024400,83,-15.72,46.32,80.6,4.7
394,nemuro,92,JP,1511028121,100,43.32,145.57,40.64,15.46
395,makaryev,80,RU,1511028122,90,57.88,43.81,32.18,9.42
396,phon,88,TH,1511028123,97,15.82,102.6,72.68,5.73
397,wilkie,1,CA,1511024400,77,52.42,-108.7,-0.41,3.36
398,mount isa,0,AU,1511024400,36,-20.73,139.5,64.4,2.24
399,punta umbria,0,ES,1511028124,83,37.18,-6.97,59.77,1.59
400,sotouboua,32,TG,1511028124,84,8.57,0.98,75.2,5.61
401,waingapu,20,ID,1511028125,100,-9.66,120.26,72.1,2.71
402,edd,0,ER,1511028125,43,13.93,41.69,73.13,6.51
403,bow island,90,CA,1511024400,79,49.87,-111.37,23.0,11.41
404,wronki,75,PL,1511026200,100,52.71,16.38,39.2,14.99
405,shahrud,0,IR,1511028127,71,36.42,54.98,26.33,2.59
406,maxixe,0,MZ,1511028128,88,-23.86,35.35,72.5,10.76
407,kijang,0,KR,1511024400,47,35.24,129.21,33.8,17.22
408,rawah,36,IQ,1511028128,84,34.48,41.91,55.72,9.42
409,ust-barguzin,56,RU,1511028129,100,53.45,108.98,4.82,2.71
410,cayenne,0,GF,1511026200,62,4.93,-52.33,87.8,10.29
411,college,20,US,1511024280,75,64.86,-147.8,-18.41,3.94
412,ailigandi,68,PA,1511028130,88,9.23,-78.02,79.34,3.6
413,sao felix do xingu,48,BR,1511027953,59,-6.64,-51.99,88.83,2.15
414,aranos,0,NA,1511028131,12,-24.13,19.12,70.83,2.82
415,attingal,40,IN,1511024400,83,8.68,76.83,82.4,2.24
416,haapiti,75,PF,1511026200,78,-17.57,-149.87,80.6,6.93
417,aitape,80,PG,1511028132,94,-3.14,142.35,82.08,10.31
418,kpandae,20,GH,1511028132,98,8.47,-0.01,73.22,3.6
419,manbij,0,SY,1511025600,36,36.53,37.95,60.8,6.93
420,petropavlovsk-kamchatskiy,88,RU,1511024400,85,53.05,158.65,21.2,4.47
421,pinega,88,RU,1511028066,84,64.7,43.39,33.35,7.96
422,umea,90,SE,1511025600,92,63.83,20.26,21.2,11.41
423,piacabucu,0,BR,1511028134,58,-10.41,-36.43,84.38,12.88
424,byron bay,75,AU,1511024400,100,-28.65,153.62,62.6,5.82
425,san cristobal,40,VE,1511024400,62,7.77,-72.22,87.8,8.05
426,sao jose da coroa grande,92,BR,1511028134,79,-8.9,-35.15,80.2,9.42
427,ribeira grande,75,PT,1511026200,94,38.52,-28.7,68.0,11.41
428,bontang,56,ID,1511028135,93,0.13,117.5,83.66,2.59
429,amahai,80,ID,1511028136,100,-3.33,128.92,82.72,5.61
430,tupik,12,RU,1511028136,59,54.43,119.93,-22.18,2.59
431,cap malheureux,40,MU,1511024400,78,-19.98,57.61,77.0,3.36
432,visby,90,SE,1511025600,81,57.64,18.3,42.8,11.41
433,grosseto,0,IT,1511024100,58,42.77,11.11,55.4,11.41
434,yulara,92,AU,1511024400,33,-25.24,130.99,86.0,5.82
435,ponta delgada,20,PT,1511026200,82,37.73,-25.67,66.2,5.82
436,coquimbo,20,CL,1511024400,67,-29.95,-71.34,62.6,13.87
437,charlestown,75,AU,1511024400,87,-32.95,151.67,60.8,3.36
438,kloulklubed,90,PW,1511023860,94,7.04,134.26,80.6,4.7
439,esil,24,KZ,1511028140,80,51.96,66.4,20.66,7.4
440,sorland,64,NO,1511028140,100,67.67,12.69,41.58,10.98
441,parabel,88,RU,1511028141,94,58.7,81.48,29.66,6.62
442,along,12,IN,1511028142,88,28.17,94.77,59.14,1.92
443,lagoa,24,PT,1511028142,97,39.05,-27.98,68.0,18.81
444,sakaiminato,75,JP,1511024400,56,35.55,133.23,44.6,4.7
445,abha,0,SA,1511024400,82,18.22,42.51,60.8,6.93
446,huntington,20,US,1511025300,48,38.42,-82.45,66.2,17.22
447,quang ngai,92,VN,1511028143,96,15.12,108.8,69.94,2.48
448,upata,0,VE,1511028143,44,8.01,-62.4,92.12,8.08
449,kudahuvadhoo,32,MV,1511028144,100,2.67,72.89,83.39,5.95
450,shamary,88,RU,1511028144,89,57.34,58.22,28.76,12.44
451,liaozhong,0,CN,1511026200,56,41.51,122.72,12.2,10.98
452,manggar,68,ID,1511028145,100,-2.88,108.27,76.6,3.38
453,joacaba,92,BR,1511028146,94,-27.18,-51.5,65.66,4.05
454,khvoynaya,80,RU,1511028146,91,58.9,34.53,34.83,10.42
455,santa maria,20,BR,1511024400,44,-29.68,-53.81,78.8,9.17
456,nacogdoches,40,US,1511026500,65,31.6,-94.66,77.0,11.41
457,digby,0,CA,1511028148,100,44.62,-65.77,39.47,9.98
458,bowen,40,AU,1511024400,94,-20.02,148.23,68.0,3.36
459,great yarmouth,40,GB,1511027400,87,52.61,1.73,44.6,8.05
460,simoes,20,BR,1511028149,45,-7.6,-40.82,86.9,7.63
461,am timan,44,TD,1511028053,47,11.03,20.28,85.42,3.15
462,nyimba,48,ZM,1511028150,67,-14.56,30.81,77.54,7.4
463,vikhorevka,76,RU,1511026200,92,56.12,101.16,15.8,2.59
464,caravelas,0,BR,1511028151,100,-17.71,-39.25,77.72,11.65
465,marawi,32,PH,1511028151,98,8.0,124.29,65.03,2.04
466,darhan,36,MN,1511028152,48,49.49,105.92,0.14,2.59
467,iskateley,76,RU,1511028152,86,67.68,53.15,21.52,15.01
468,okhotsk,0,RU,1511028153,100,59.38,143.3,-10.03,7.63
469,kahului,20,US,1511025300,93,20.89,-156.47,68.0,6.93
470,brae,80,GB,1511027400,75,60.4,-1.35,44.6,29.97
471,lermontovka,44,RU,1511028154,89,47.15,134.34,-6.8,6.17
472,la maddalena,75,IT,1511026200,81,41.21,9.41,53.6,2.24
473,finschhafen,88,PG,1511028155,97,-6.6,147.87,72.86,2.71
474,vila velha,20,BR,1511026500,66,-20.33,-40.29,84.2,21.92
475,rizhao,0,CN,1511028156,97,35.43,119.46,24.35,5.17
476,nuevitas,40,CU,1511023800,69,21.55,-77.26,80.6,13.87
477,leningradskiy,92,RU,1511028157,100,69.38,178.42,22.87,32.57
478,mathathane,0,BW,1511027935,36,-22.27,28.75,75.07,8.63
479,ulcinj,75,ME,1511026200,66,41.93,19.22,55.4,3.36
480,tigre,40,AR,1511024400,31,-34.43,-58.58,66.2,9.17
481,conde,75,BR,1511024400,58,-7.26,-34.91,84.2,13.87
482,faro,0,PT,1511026200,77,37.02,-7.93,62.6,2.93
483,sibolga,88,ID,1511028159,100,1.74,98.78,68.58,1.25
484,oudtshoorn,20,ZA,1511024400,67,-33.59,22.2,62.6,4.7
485,igdir,0,TR,1511026200,81,39.92,44.05,42.8,2.24
486,alice springs,0,AU,1511024400,38,-23.7,133.88,75.2,3.36
487,nouadhibou,0,MR,1511024400,68,20.93,-17.03,71.6,13.87
488,were ilu,0,ET,1511028161,79,10.6,39.43,38.66,1.7
489,lazaro cardenas,8,MX,1511028161,86,17.96,-102.2,82.67,3.27
490,guanica,90,PR,1511027400,94,17.97,-66.91,77.0,5.17
491,shemonaikha,12,KZ,1511028162,79,50.63,81.91,29.84,12.33
492,constantine,40,DZ,1511026200,76,36.37,6.61,51.8,6.93
493,kampot,76,KH,1511028019,99,10.62,104.18,73.22,3.04
494,bay city,90,US,1511026500,93,43.59,-83.89,44.6,9.17
495,gunjur,12,GM,1511027957,75,13.2,-16.73,86.09,6.17
496,umm lajj,92,SA,1511028164,92,25.02,37.27,76.42,2.15
497,farafangana,92,MG,1511028165,100,-22.82,47.83,74.62,14.79
498,mount gambier,0,AU,1511028165,87,-37.83,140.77,57.47,3.38
499,alyangula,32,AU,1511028166,100,-13.85,136.42,83.17,4.72
500,saint george,1,US,1511024160,28,37.1,-113.58,42.8,3.36
501,tsabong,0,BW,1511028167,15,-26.05,22.45,68.72,2.82
502,el carmen,24,CO,1511028158,76,8.51,-73.45,77.32,2.59
503,uray,80,RU,1511028168,89,60.12,64.78,23.09,5.84
504,guadalupe y calvo,0,MX,1511028168,13,26.1,-106.97,69.89,2.71
505,bolobo,92,CD,1511028169,100,-2.17,16.23,70.52,1.36
506,lamar,1,US,1511023980,33,38.09,-102.62,46.4,18.34
507,bogande,56,BF,1511028170,39,12.97,-0.14,86.58,2.82
508,biloela,92,AU,1511028170,92,-24.42,150.5,61.75,7.18
509,san rafael,0,AR,1511028171,15,-34.62,-68.33,77.63,8.41
510,cairns,40,AU,1511024400,83,-16.92,145.77,75.2,4.7
511,shubarkuduk,0,KZ,1511028172,75,49.14,56.49,19.9,4.16
512,mendoza,0,AR,1511024400,8,-32.89,-68.83,73.4,9.17
513,monterey,1,US,1511026500,81,36.6,-121.89,51.8,3.71
514,nome,90,US,1511025540,86,64.5,-165.41,28.4,17.22
515,el dorado,90,US,1511026500,57,33.21,-92.67,78.8,13.87
516,atocha,0,BO,1511028174,6,-20.93,-66.23,67.82,10.31
517,durg,20,IN,1511028175,84,21.18,81.28,69.22,3.15
518,flin flon,90,CA,1511024400,71,54.77,-101.86,8.6,10.29
519,khandyga,12,RU,1511028172,57,62.67,135.6,-32.72,2.71
520,camara de lobos,40,PT,1511026200,72,32.63,-16.97,68.0,11.41
521,santa cruz cabralia,40,BR,1511024400,74,-16.28,-39.02,80.6,18.34
522,buxar,0,IN,1511028177,74,25.58,83.98,72.05,6.73
523,kharitonovo,92,RU,1511028060,87,61.4,47.5,34.61,16.46
524,pirajui,48,BR,1511028178,86,-22.0,-49.46,81.86,11.77
525,jurado,36,CO,1511028178,100,7.11,-77.76,78.71,5.95
526,ketchikan,90,US,1511024160,100,55.34,-131.65,42.8,4.7
527,vardo,88,NO,1511027982,100,70.37,31.11,38.03,13.0
528,newport,90,GB,1511027400,100,51.59,-3.0,53.6,17.22
529,kasongo-lunda,80,CD,1511028180,93,-6.47,16.82,71.6,2.04
530,sao sebastiao,68,BR,1511028180,88,-23.76,-45.41,78.26,8.41
531,harnosand,90,SE,1511025600,92,62.63,17.94,30.2,8.05
532,kindu,12,CD,1511028181,100,-2.95,25.95,74.84,0.58
533,sept-iles,75,CA,1511024400,64,50.2,-66.38,35.6,4.7
534,dunkirk,90,US,1511027760,87,42.48,-79.33,46.4,14.99
535,sonoita,0,MX,1511028182,53,31.85,-112.83,71.96,8.19
536,louviers,75,FR,1511026200,87,49.22,1.17,46.4,13.87
537,tonstad,75,NO,1511025600,75,58.66,6.72,44.6,34.45
538,stornoway,56,GB,1511027400,93,58.21,-6.39,41.0,16.11
539,orje,8,NO,1511025600,74,59.48,11.66,37.4,5.82
540,sawtell,75,AU,1511024400,88,-30.38,153.1,62.6,6.93
541,muros,0,ES,1511026200,67,42.78,-9.06,59.0,3.36
542,fairbanks,20,US,1511024280,75,64.84,-147.72,-18.41,3.94
543,andenes,0,NO,1511027400,100,69.31,16.12,32.0,19.46
544,tatvan,12,TR,1511028186,75,38.51,42.28,27.41,1.59
545,lar,0,IN,1511028187,71,26.2,83.97,71.24,8.75
546,yar-sale,88,RU,1511028187,93,66.83,70.83,16.34,9.31
547,ulaangom,0,MN,1511028188,53,49.98,92.07,-14.31,2.37
548,bakhmach,92,UA,1511028188,96,51.18,32.76,34.97,9.42
549,deer lake,90,CA,1511024400,93,49.17,-57.43,37.4,4.7
550,muhos,88,FI,1511027400,92,64.75,26.17,28.4,4.7
551,pacific grove,1,US,1511026500,81,36.62,-121.92,51.8,3.71
552,mahina,75,PF,1511026200,78,-17.51,-149.49,80.6,6.93
553,awbari,12,LY,1511028190,32,26.59,12.78,53.69,5.73
554,soe,88,ID,1511028191,99,-9.86,124.28,71.02,1.92
555,vavuniya,8,LK,1511028191,94,8.75,80.5,73.45,3.27
556,baculin,8,PH,1511028192,98,7.45,126.58,76.42,5.39
557,tuy hoa,92,VN,1511028192,100,13.08,109.3,75.2,10.98
558,ust-nera,56,RU,1511028193,41,64.57,143.2,-28.84,2.15
559,saint-pierre,0,RE,1511026200,83,-21.34,55.48,77.0,4.7
560,diadema,40,BR,1511024400,51,-23.69,-46.62,86.0,12.75
561,port augusta,0,AU,1511024400,93,-32.5,137.77,59.0,4.7
562,tabou,40,CI,1511024400,83,4.42,-7.35,82.4,6.93
563,yenagoa,48,NG,1511028195,73,4.92,6.26,80.42,9.08
564,mackenzie,90,CA,1511025900,100,55.3,-123.17,28.4,9.17
565,abomsa,0,ET,1511028196,61,9.98,39.98,55.31,2.71
566,lubaczow,90,PL,1511026200,93,50.16,23.12,35.6,4.47
567,tabas,0,IR,1511028197,61,33.6,56.92,37.13,3.15
568,mutsu,76,JP,1511028197,100,41.29,141.22,36.41,12.55
569,kutum,0,SD,1511028198,32,14.2,24.67,72.86,7.96
570,opuwo,0,NA,1511028198,31,-18.06,13.84,74.89,3.38
571,le port,75,RE,1511026200,78,-20.94,55.29,77.0,9.17
572,filingue,20,NE,1511028200,56,14.35,3.32,85.1,2.82
573,dobryatino,88,RU,1511028098,94,55.51,41.32,33.08,9.42
574,barcelos,0,PT,1511026200,67,41.54,-8.62,57.2,4.7
575,havelock,20,US,1511027640,56,34.88,-76.9,69.8,11.41
576,la ronge,90,CA,1511024400,77,55.1,-105.28,3.2,12.75
577,comodoro rivadavia,75,AR,1511024400,40,-45.87,-67.5,68.0,18.34
578,waddan,8,LY,1511028202,67,29.16,16.14,48.11,3.15
579,san carlos del zulia,12,VE,1511028203,53,9.0,-71.91,94.42,2.37
